"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO"
"GERALDO MANO MAGELA FILHO";"CEARA";"SENADOR";"160";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"GEREMIAS FERREIRA BRITO ";"MINAS GERAIS";"DEPUTADO FEDERAL";"1762";"PARTIDO SOCIAL LIBERAL"
"GERISMAR CARDOSO DO NASCIMENTO ";"RORAIMA";"DEPUTADO ESTADUAL";"70000";"AVANTE"
"GERMANE ENCARNACAO DA SILVA";"AMAZONAS";"DEPUTADO FEDERAL";"4300";"PARTIDO VERDE"
"GERSEN JOSE DOS SANTOS LUCIANO";"AMAZONAS";"DEPUTADO ESTADUAL";"18456";"REDE SUSTENTABILIDADE"
"GESSE DOS SANTOS SILVA";"BAHIA";"DEPUTADO ESTADUAL";"20201";"PARTIDO SOCIAL CRISTAO"
"GIBEOM GOMES RODRIGUES";"RORAIMA";"DEPUTADO ESTADUAL";"55145";"PARTIDO SOCIAL DEMOCRATICO"
"GIL CARLOS SILVA DA CONCEICAO";"MARANHAO";"DEPUTADO ESTADUAL";"50456";"PARTIDO SOCIALISMO E LIBERDADE"
"GILBERTO DELLAMONICA JUNIOR";"SAO PAULO";"DEPUTADO FEDERAL";"2870";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"GILBERTO UEMURA";"RORAIMA";"DEPUTADO ESTADUAL";"28777";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"GILDASIO SANTANA BISPO";"SAO PAULO";"DEPUTADO ESTADUAL";"33160";"PARTIDO DA MOBILIZACAO NACIONAL"
"GILMAR DE FREITAS PEREIRA";"RONDONIA";"DEPUTADO FEDERAL";"4412";"PARTIDO REPUBLICANO PROGRESSISTA"
"GILMAR PINHEIRO";"SAO PAULO";"DEPUTADO FEDERAL";"3395";"PARTIDO DA MOBILIZACAO NACIONAL"
"GILSON ALFONSO DA SILVA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"55318";"PARTIDO SOCIAL DEMOCRATICO"
"GILSON DIAS CARDOSO";"PARA";"DEPUTADO ESTADUAL";"65432";"PARTIDO COMUNISTA DO BRASIL"
"GILSON DOS SANTOS";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"11999";"PARTIDO PROGRESSISTA"
"GILSON FERREIRA DE LIMA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"2712";"DEMOCRACIA CRISTA"
"GILSON GLORIA DE JESUS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"36467";"PARTIDO TRABALHISTA CRISTAO"
"GILSON RODRIGUES DA MATA";"GOIAS";"DEPUTADO ESTADUAL";"15615";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"GILZIENE ARAUJO DOS SANTOS";"SERGIPE";"DEPUTADO ESTADUAL";"70004";"AVANTE"
"GIORDANA CARNEIRO DO VALE RODRIGUES";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"23555";"PARTIDO POPULAR SOCIALISTA"
"GIOVANA GONCALVES MOREIRA";"RONDONIA";"DEPUTADO ESTADUAL";"43199";"PARTIDO VERDE"
"GIOVANNI SAMPAIO GONDIM";"CEARA";"DEPUTADO ESTADUAL";"23222";"PARTIDO POPULAR SOCIALISTA"
"GIRLANDE APARECIDA VAZ DA SILVA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7054";"AVANTE"
"GIRLENE RAMOS SOUZA";"AMAPA";"DEPUTADO ESTADUAL";"33406";"PARTIDO DA MOBILIZACAO NACIONAL"
"GISELE SOARES REIS DE BITTENCOURT";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"40151";"PARTIDO SOCIALISTA BRASILEIRO"
"GISELLE  RISSAS POIATO BEZERRA";"SAO PAULO";"DEPUTADO FEDERAL";"3619";"PARTIDO TRABALHISTA CRISTAO"
"GISELLE GOMES SOUZA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"50122";"PARTIDO SOCIALISMO E LIBERDADE"
"GISLAINE OLIVEIRA DOS SANTOS";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"19200";"PODEMOS"
"GIULLIANO SOUSA RODRIGUES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"36000";"PARTIDO TRABALHISTA CRISTAO"
"GIVALDO CAMPOS DE JESUS";"SERGIPE";"DEPUTADO ESTADUAL";"12333";"PARTIDO DEMOCRATICO TRABALHISTA"
"GIVANIA MARIA DA SILVA";"PERNAMBUCO";"2º SUPLENTE";"130";"PARTIDO DOS TRABALHADORES"
"GLADIEL MADSON RAMOS LIMA";"PARA";"DEPUTADO ESTADUAL";"17192";"PARTIDO SOCIAL LIBERAL"
"GLADISON ADRIANO XAVIER";"MINAS GERAIS";"DEPUTADO ESTADUAL";"70157";"AVANTE"
"GLAUCO DE SOUZA MIRANDA";"CEARA";"DEPUTADO ESTADUAL";"65101";"PARTIDO COMUNISTA DO BRASIL"
"GLEITON REIS DOS SANTOS";"PARANA";"DEPUTADO FEDERAL";"1317";"PARTIDO DOS TRABALHADORES"
"GOLIAS  GOMES DO NASCIMENTO ";"PARA";"DEPUTADO ESTADUAL";"23511";"PARTIDO POPULAR SOCIALISTA"
"GRACIELA FERNANDES PORTO";"SANTA CATARINA";"DEPUTADO ESTADUAL";"10888";"PARTIDO REPUBLICANO BRASILEIRO"
"GRETE LIMA DE ALCANTARA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"23023";"PARTIDO POPULAR SOCIALISTA"
"GREYCIANE NASCIMENTO VIANA";"RORAIMA";"DEPUTADO ESTADUAL";"19425";"PODEMOS"
"GUARACI ALMEIDA RIBAS";"PARANA";"DEPUTADO ESTADUAL";"15510";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"HABIO CICERO CALDAS BARBOSA";"PARA";"DEPUTADO ESTADUAL";"55666";"PARTIDO SOCIAL DEMOCRATICO"
"HANS FRITSCHE";"SANTA CATARINA";"DEPUTADO ESTADUAL";"45677";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"HAROLDO LOIOLA DOS SANTOS";"PIAUI";"DEPUTADO FEDERAL";"2833";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"HEBERTE CARLOS DE MENEZES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77088";"SOLIDARIEDADE"
"HELAINE MARQUES DOS SANTOS ";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"31020";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"HELEM REGINA FERREIRA RIBEIRO";"PARA";"DEPUTADO ESTADUAL";"55001";"PARTIDO SOCIAL DEMOCRATICO"
"HELENA ALVES DIAS";"AMAZONAS";"DEPUTADO ESTADUAL";"25123";"DEMOCRATAS"
"HELENA MARIA GOMES VIEIRA";"MINAS GERAIS";"DEPUTADO FEDERAL";"7061";"AVANTE"
"HELIA FERREIRA LUCENA";"GOIAS";"DEPUTADO ESTADUAL";"11789";"PARTIDO PROGRESSISTA"
"HELIO ALVES DA SILVA";"MATO GROSSO";"DEPUTADO FEDERAL";"7040";"AVANTE"
"HELIO PINHEIRO DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"36125";"PARTIDO TRABALHISTA CRISTAO"
"HELIO RUBENS DE OLIVEIRA";"SERGIPE";"VICE-GOVERNADOR";"17";"PARTIDO SOCIAL LIBERAL"
"HENRIQUE MORGAN DE AGUIAR FILHO";"SAO PAULO";"DEPUTADO FEDERAL";"4376";"PARTIDO VERDE"
"HENRIQUE NELSON DA CUNHA MESQUITA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"20001";"PARTIDO SOCIAL CRISTAO"
"HIARLEY BARBOSA PRIMO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"36200";"PARTIDO TRABALHISTA CRISTAO"
"HILDE TIMOTEO DA SILVA";"AMAZONAS";"DEPUTADO ESTADUAL";"51100";"PATRIOTA"
"HOMERO JACKSON LEITAO DE ALENCAR";"AMAPA";"DEPUTADO ESTADUAL";"19999";"PODEMOS"
"HUMBERTO CESAR MAIA COSTA";"BAHIA";"2º SUPLENTE";"170";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"IAURECY SOUZA DE OLIVEIRA";"RONDONIA";"DEPUTADO ESTADUAL";"35731";"PARTIDO DA MULHER BRASILEIRA"
"IBANES TAVEIRA DA SILVA";"PARA";"SENADOR";"361";"PARTIDO TRABALHISTA CRISTAO"
"IGOR BISPO DOS SANTOS";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"20800";"PARTIDO SOCIAL CRISTAO"
"IGOR TRINDADE VIANA";"AMAZONAS";"DEPUTADO ESTADUAL";"31258";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"INALDO SERRA GOMES";"MARANHAO";"DEPUTADO ESTADUAL";"28008";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"INES MARIA CORREA DE ARRUDA";"CEARA";"DEPUTADO FEDERAL";"1599";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"INGRID BITENCOURT";"SERGIPE";"DEPUTADO ESTADUAL";"17070";"PARTIDO SOCIAL LIBERAL"
"IOLANDA BARRETO DE OLIVEIRA";"SERGIPE";"DEPUTADO ESTADUAL";"17338";"PARTIDO SOCIAL LIBERAL"
"IRACEMA REIS MALAQUIAS";"SAO PAULO";"DEPUTADO ESTADUAL";"33933";"PARTIDO DA MOBILIZACAO NACIONAL"
"IRAILTON DAUREA DE SOUZA";"RONDONIA";"SENADOR";"350";"PARTIDO DA MULHER BRASILEIRA"
"IRAPUAN AUGUSTO PEDRO";"SAO PAULO";"DEPUTADO ESTADUAL";"29529";"PARTIDO DA CAUSA OPERARIA"
"IRINEIA RAQUEL VIEIRA";"CEARA";"DEPUTADO FEDERAL";"5080";"PARTIDO SOCIALISMO E LIBERDADE"
"IRINEU RAMOS";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"3510";"PARTIDO DA MULHER BRASILEIRA"
"ISABEL DE OLIVEIRA CAMPOS CARDOSO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"27778";"DEMOCRACIA CRISTA"
"ISABELA LANES DE JESUS";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"40016";"PARTIDO SOCIALISTA BRASILEIRO"
"ISABELLY SOUZA PEREIRA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"13456";"PARTIDO DOS TRABALHADORES"
"ISAIAS CANDIDO RAPOSO";"SAO PAULO";"DEPUTADO FEDERAL";"2868";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"ISAN PEREIRA DE MATOS";"RORAIMA";"DEPUTADO ESTADUAL";"35252";"PARTIDO DA MULHER BRASILEIRA"
"ISAQUE LIMA MACHADO";"RONDONIA";"DEPUTADO ESTADUAL";"15500";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"ISAURINETE BARBOSA DE MIRANDA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"70133";"AVANTE"
"ISIA LIMA ROSA MENDES";"MARANHAO";"DEPUTADO ESTADUAL";"23023";"PARTIDO POPULAR SOCIALISTA"
"ISMAR FORTES CAMBUIM";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"65018";"PARTIDO COMUNISTA DO BRASIL"
"ISMEIRE APARECIDA ALVES";"GOIAS";"2º SUPLENTE";"210";"PARTIDO COMUNISTA BRASILEIRO"
"IURI SANTOS ABRAO";"BAHIA";"DEPUTADO ESTADUAL";"31000";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"IVAN ALEXANDRE GONCALVES AZEVEDO";"MINAS GERAIS";"DEPUTADO ESTADUAL";"77147";"SOLIDARIEDADE"
"IVANA FRAGA GRANDINI";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"11100";"PARTIDO PROGRESSISTA"
"IVANA GUIMARAES STOIMENOF DE SOUSA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"17995";"PARTIDO SOCIAL LIBERAL"
"IVANCLEIDE VIEIRA DOS SANTOS";"PERNAMBUCO";"DEPUTADO ESTADUAL";"50789";"PARTIDO SOCIALISMO E LIBERDADE"
"IVANETE SILVA MERCES";"AMAPA";"DEPUTADO ESTADUAL";"70456";"AVANTE"
"IVANI DA SILVEIRA MARTINS";"SANTA CATARINA";"DEPUTADO FEDERAL";"3655";"PARTIDO TRABALHISTA CRISTAO"
"IVANILDO LUCIANO DA LUZ";"AMAPA";"2º SUPLENTE";"400";"PARTIDO DOS TRABALHADORES"
"IVI ELAINE SILVA DE MENEZES NASCIMENTO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"33980";"PARTIDO DA MOBILIZACAO NACIONAL"
"IVO BENJAMIN MANTOANI";"AMAPA";"DEPUTADO ESTADUAL";"51117";"PATRIOTA"
"IVO NEVES FERRAZ";"RONDONIA";"DEPUTADO ESTADUAL";"35300";"PARTIDO DA MULHER BRASILEIRA"
"IVON MENDES VIRGOLINO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"45017";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"IVONE MARIA DA SILVA PORTUGAL";"MATO GROSSO";"DEPUTADO FEDERAL";"7036";"AVANTE"
"IVONE OLIVEIRA SILVA";"BAHIA";"DEPUTADO FEDERAL";"2377";"PARTIDO POPULAR SOCIALISTA"
"IVONE PURIFICACAO BISPO BASTOS";"BAHIA";"DEPUTADO ESTADUAL";"31300";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"IVONETE ALMEIDA DE ANDRADE LUDGERIO";"PARAIBA";"DEPUTADO FEDERAL";"5510";"PARTIDO SOCIAL DEMOCRATICO"
"IVONILDO RIBEIRO DOS SANTOS";"SAO PAULO";"DEPUTADO FEDERAL";"5452";"PARTIDO PATRIA LIVRE"
"IZABEL CRISTINA CORREIA PINHO DE SENA ";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"54668";"PARTIDO PATRIA LIVRE"
"IZABEL GONCALVES CARNEIRO";"SAO PAULO";"DEPUTADO ESTADUAL";"70710";"AVANTE"
"IZAIAS FERREIRA LIMA";"ACRE";"DEPUTADO ESTADUAL";"40527";"PARTIDO SOCIALISTA BRASILEIRO"
"IZAIAS LOPES RODRIGUES ";"MINAS GERAIS";"DEPUTADO FEDERAL";"3648";"PARTIDO TRABALHISTA CRISTAO"
"IZAQUE GOMES BARRETO SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"31678";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JACIARA ZOZIMA DE OLIVEIRA SANTANA CHAGAS PARAISO";"BAHIA";"DEPUTADO ESTADUAL";"36044";"PARTIDO TRABALHISTA CRISTAO"
"JACKELINE DE OLIVEIRA MACHADO";"PIAUI";"DEPUTADO ESTADUAL";"44044";"PARTIDO REPUBLICANO PROGRESSISTA"
"JACKSON RODRIGO CORDEIRO";"SANTA CATARINA";"DEPUTADO ESTADUAL";"51017";"PATRIOTA"
"JADELVONE NOGUEIRA DELTRUDES";"AMAZONAS";"DEPUTADO FEDERAL";"5154";"PATRIOTA"
"JAILSON ALEXANDRE DA SILVA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"90400";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"JAILSON NUNES LIMA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"51015";"PATRIOTA"
"JAIME OROZIMBO RIBEIRO DOS SANTOS";"MINAS GERAIS";"DEPUTADO FEDERAL";"4069";"PARTIDO SOCIALISTA BRASILEIRO"
"JAIR SANTOS BONFIM";"BAHIA";"DEPUTADO ESTADUAL";"36777";"PARTIDO TRABALHISTA CRISTAO"
"JAIRO TEIXEIRA SOARES";"DISTRITO FEDERAL";"1º SUPLENTE";"450";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"JAIRSON BARRADAS NEVES";"PARA";"DEPUTADO FEDERAL";"2844";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JAISSE SOUSA BRITO";"RORAIMA";"DEPUTADO ESTADUAL";"15122";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JAKELINE LIMA DA SILVA";"SAO PAULO";"DEPUTADO FEDERAL";"5472";"PARTIDO PATRIA LIVRE"
"JAKSON MATOS VERAS";"PARA";"DEPUTADO ESTADUAL";"36100";"PARTIDO TRABALHISTA CRISTAO"
"JALDER MACHADO DO O";"RONDONIA";"DEPUTADO ESTADUAL";"35123";"PARTIDO DA MULHER BRASILEIRA"
"JAMIL CORDEIRO DE ARAUJO FILHO";"ALAGOAS";"DEPUTADO ESTADUAL";"70700";"AVANTE"
"JAMIS SILVA BOLANDIN";"MATO GROSSO";"DEPUTADO ESTADUAL";"45600";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"JANAD MARQUES DE FREITAS VALCARI";"TOCANTINS";"DEPUTADO ESTADUAL";"35035";"PARTIDO DA MULHER BRASILEIRA"
"JANAINA DAS DORES VIEIRA NASCIMENTO";"MATO GROSSO";"DEPUTADO ESTADUAL";"19600";"PODEMOS"
"JANAINA SANTOS DE LIMA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"70149";"AVANTE"
"JANILTON FERRAZ AGUIAR";"MINAS GERAIS";"DEPUTADO ESTADUAL";"25666";"DEMOCRATAS"
"JARDENE MARIA LIMA DE OLIVEIRA";"RORAIMA";"DEPUTADO FEDERAL";"7044";"AVANTE"
"JARLIS ADELINO";"MARANHAO";"DEPUTADO FEDERAL";"3332";"PARTIDO DA MOBILIZACAO NACIONAL"
"JEANNE GOMES DA SILVA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"77999";"SOLIDARIEDADE"
"JEFERSON LEON MACHADO DA SILVA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"13790";"PARTIDO DOS TRABALHADORES"
"JEFFERSON DA SILVA ALVES";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"36061";"PARTIDO TRABALHISTA CRISTAO"
"JEFFERSON NASCIMENTO DA SILVA";"BAHIA";"DEPUTADO ESTADUAL";"50650";"PARTIDO SOCIALISMO E LIBERDADE"
"JELSIMAR PEREIRA PIMENTEL";"PERNAMBUCO";"DEPUTADO ESTADUAL";"65066";"PARTIDO COMUNISTA DO BRASIL"
"JEOVA CARLOS HANS";"GOIAS";"DEPUTADO FEDERAL";"1536";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JEOVA RODRIGUES DE SOUSA";"MARANHAO";"DEPUTADO ESTADUAL";"31700";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JEREMIAS PRADO DOS SANTOS";"MATO GROSSO";"DEPUTADO ESTADUAL";"25555";"DEMOCRATAS"
"JERONIMO ALVES";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"15000";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JERRI CAETANO MIRANDA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"15677";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JESIEL DE JESUS SANTOS";"BAHIA";"DEPUTADO ESTADUAL";"28100";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JESSICA LEYDE BATISTA RAMOS";"SAO PAULO";"DEPUTADO ESTADUAL";"33903";"PARTIDO DA MOBILIZACAO NACIONAL"
"JOADIR DTTMANN";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"4455";"PARTIDO REPUBLICANO PROGRESSISTA"
"JOANITA SOUZA DA SILVA";"BAHIA";"DEPUTADO FEDERAL";"9047";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"JOAO BARBOSA DA SILVA JUNIOR";"ALAGOAS";"1º SUPLENTE";"511";"PATRIOTA"
"JOAO BATISTA DE FARIAS FONTES JUNIOR";"SERGIPE";"DEPUTADO FEDERAL";"4344";"PARTIDO VERDE"
"JOAO BATISTA DE PADUA";"GOIAS";"DEPUTADO ESTADUAL";"65655";"PARTIDO COMUNISTA DO BRASIL"
"JOAO BATISTA FERREIRA TORRES";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"55000";"PARTIDO SOCIAL DEMOCRATICO"
"JOAO BATISTA LUNA DE OLIVEIRA";"MARANHAO";"DEPUTADO ESTADUAL";"50333";"PARTIDO SOCIALISMO E LIBERDADE"
"JOAO CARLOS CAMARGO";"RIO GRANDE DO SUL";"2º SUPLENTE";"651";"PARTIDO COMUNISTA DO BRASIL"
"JOAO CARLOS MOREIRA CORREA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"23123";"PARTIDO POPULAR SOCIALISTA"
"JOAO CARLOS RODOLFO";"SAO PAULO";"DEPUTADO ESTADUAL";"35130";"PARTIDO DA MULHER BRASILEIRA"
"JOAO DA MATA FERREIRA JUNIOR";"CEARA";"DEPUTADO ESTADUAL";"28082";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JOAO DAS GRACAS  MORAES";"PARA";"DEPUTADO FEDERAL";"4345";"PARTIDO VERDE"
"JOAO EDNALDO DA SILVA";"BAHIA";"DEPUTADO ESTADUAL";"31999";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JOAO EMIDIO FELIPE DE MIRANDA";"TOCANTINS";"DEPUTADO ESTADUAL";"43000";"PARTIDO VERDE"
"JOAO ERNESTO KOCH";"SANTA CATARINA";"DEPUTADO ESTADUAL";"17999";"PARTIDO SOCIAL LIBERAL"
"JOAO FARIA ALVES";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"19090";"PODEMOS"
"JOAO FRANCISCO QUINDERE";"ACRE";"DEPUTADO ESTADUAL";"27027";"DEMOCRACIA CRISTA"
"JOAO GHIZONI";"SANTA CATARINA";"DEPUTADO ESTADUAL";"65650";"PARTIDO COMUNISTA DO BRASIL"
"JOAO GUALBERTO VASCONCELOS";"BAHIA";"DEPUTADO FEDERAL";"4567";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA"
"JOAO JOAQUIM DOS SANTOS";"SERGIPE";"DEPUTADO ESTADUAL";"23133";"PARTIDO POPULAR SOCIALISTA"
"JOAO MARCOS MARTINS";"SAO PAULO";"DEPUTADO FEDERAL";"1794";"PARTIDO SOCIAL LIBERAL"
"JOAO PAES DA COSTA";"SERGIPE";"GOVERNADOR";"17";"PARTIDO SOCIAL LIBERAL"
"JOAO PAULO DE MENEZES FURTADO";"CEARA";"DEPUTADO ESTADUAL";"51555";"PATRIOTA"
"JOAO PEREIRA DE SOUSA";"AMAPA";"DEPUTADO ESTADUAL";"70800";"AVANTE"
"JOAO RODRIGUES DE LIMA";"RONDONIA";"DEPUTADO ESTADUAL";"27888";"DEMOCRACIA CRISTA"
"JOAO ROQUE BONFIM";"RONDONIA";"DEPUTADO ESTADUAL";"13133";"PARTIDO DOS TRABALHADORES"
"JOAO SOARES DE SANTANA";"PARAIBA";"DEPUTADO ESTADUAL";"12444";"PARTIDO DEMOCRATICO TRABALHISTA"
"JOAO TEODORO DA SILVA";"PARAIBA";"1º SUPLENTE";"400";"DEMOCRATAS"
"JOAO VANES DOS SANTOS";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"77456";"SOLIDARIEDADE"
"JOAOZINEI FRANCISCO DA ROCHA";"TOCANTINS";"DEPUTADO ESTADUAL";"35000";"PARTIDO DA MULHER BRASILEIRA"
"JOAQUIM FONSECA GOUVEIA";"AMAZONAS";"DEPUTADO ESTADUAL";"33018";"PARTIDO DA MOBILIZACAO NACIONAL"
"JOAQUIM SAVIO DA SILVA MARECO";"AMAPA";"DEPUTADO ESTADUAL";"77555";"SOLIDARIEDADE"
"JOCI CARLOS SILVA";"PARANA";"DEPUTADO FEDERAL";"1519";"MOVIMENTO DEMOCRATICO BRASILEIRO"
"JOCILENE DA CRUZ MACHADO DE JESUS";"BAHIA";"DEPUTADO ESTADUAL";"17750";"PARTIDO SOCIAL LIBERAL"
"JOCYENE PINTO DOS SANTOS";"TOCANTINS";"DEPUTADO ESTADUAL";"28666";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JOEL BATISTA ALVES";"PARA";"2º SUPLENTE";"434";"PARTIDO VERDE"
"JOEL PEREIRA DOS SANTOS";"GOIAS";"DEPUTADO ESTADUAL";"77115";"SOLIDARIEDADE"
"JONAS BORGES ROMERO";"SAO PAULO";"DEPUTADO ESTADUAL";"33131";"PARTIDO DA MOBILIZACAO NACIONAL"
"JONAS PEREIRA GOMES";"AMAPA";"DEPUTADO FEDERAL";"3366";"PARTIDO DA MOBILIZACAO NACIONAL"
"JONATAS JOSE OLIVEIRA DE OMENA";"ALAGOAS";"DEPUTADO FEDERAL";"5400";"PARTIDO PATRIA LIVRE"
"JORGE ANTONIO DE JESUS SANTOS";"SERGIPE";"DEPUTADO FEDERAL";"4351";"PARTIDO VERDE"
"JORGE ANTONIO MARQUES";"GOIAS";"DEPUTADO ESTADUAL";"50004";"PARTIDO SOCIALISMO E LIBERDADE"
"JORGE ARTURO MENDOZA REQUE JUNIOR";"MARANHAO";"1º SUPLENTE";"456";"PARTIDO HUMANISTA DA SOLIDARIEDADE"
"JORGE BERNARDES DA CONCEICAO";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"9054";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"JORGE DE FARIA MALULY";"SAO PAULO";"DEPUTADO FEDERAL";"7788";"SOLIDARIEDADE"
"JORGE FIRMO DE JESUS";"SAO PAULO";"DEPUTADO FEDERAL";"4308";"PARTIDO VERDE"
"JORGE HILTON DOS SANTOS";"RONDONIA";"DEPUTADO FEDERAL";"3535";"PARTIDO DA MULHER BRASILEIRA"
"JORGE LUIS BARBOSA";"PARAIBA";"DEPUTADO ESTADUAL";"33100";"PARTIDO DA MOBILIZACAO NACIONAL"
"JORGE LUIZ CUTY DA SILVA";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"1153";"PARTIDO PROGRESSISTA"
"JORGE LUIZ FREIRE RANGEL";"MARANHAO";"DEPUTADO ESTADUAL";"17137";"PARTIDO SOCIAL LIBERAL"
"JORGE LUIZ MARTINEZ SOARES";"SAO PAULO";"DEPUTADO FEDERAL";"2815";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO"
"JORGE LUIZ TELES SOARES";"SERGIPE";"DEPUTADO ESTADUAL";"21222";"PARTIDO COMUNISTA BRASILEIRO"
"JORGE MARCOS BARROS";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"4370";"PARTIDO VERDE"
"JORGE MONTEIRO VICENTE";"RONDONIA";"DEPUTADO ESTADUAL";"90900";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"JORGE ROMEU FONSECA DA SILVA";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"9009";"PARTIDO REPUBLICANO DA ORDEM SOCIAL"
"JORGE TUFIC ALAUZO JUNIOR";"AMAZONAS";"DEPUTADO ESTADUAL";"33745";"PARTIDO DA MOBILIZACAO NACIONAL"
"JORSHUAM VINICIUS FERREIRA VIANA";"RONDONIA";"DEPUTADO ESTADUAL";"16999";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO"
"JOSE ACACIO FERREIRA CARDOSO";"SERGIPE";"DEPUTADO ESTADUAL";"36111";"PARTIDO TRABALHISTA CRISTAO"
"JOSE ADIR DE LIMA";"RONDONIA";"DEPUTADO ESTADUAL";"33456";"PARTIDO DA MOBILIZACAO NACIONAL"
"JOSE AGUINALDO NEVES CUNHA";"SERGIPE";"1º SUPLENTE";"200";"PARTIDO DA REPUBLICA"
"JOSE AILTON DE SOUZA";"SAO PAULO";"DEPUTADO ESTADUAL";"36901";"PARTIDO TRABALHISTA CRISTAO"
