"NOME";"UNIDADE DE FEDERACAO/PAIS";"CARGO";"NUMERO";"PARTIDO";"SITUACAO"
"VALDECIR DA SILVA ALVARENGA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"36369";"PARTIDO TRABALHISTA CRISTAO";"1";"NAO ELEITO"
"VALDECIR DE SOUZA PINTO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"14196";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"VALDECIR DIAS DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"31615";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"ELEITO POR MEDIA"
"VALDECIR JOSE DE SANTANA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"51500";"PATRIOTA";"1";"SUPLENTE"
"VALDECIR MOREIRA DE BRITO";"SAO PAULO";"DEPUTADO ESTADUAL";"90211";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDECIR NICACIO LIMA ";"ACRE";"DEPUTADO ESTADUAL";"12171";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"VALDECIR RODRIGUES DE OLIVEIRA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"11121";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"VALDECIR SAPATA JORDAO";"RONDONIA";"DEPUTADO ESTADUAL";"40000";"PARTIDO SOCIALISTA BRASILEIRO";"1";"NAO ELEITO"
"VALDECIR TOSCHI";"SAO PAULO";"DEPUTADO ESTADUAL";"19988";"PODEMOS";"1";"SUPLENTE"
"VALDECIRO MAIA DOS SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"70002";"AVANTE";"1";"SUPLENTE"
"VALDECLECIA VITORINO DA SILVA BEZERRA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"65455";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"VALDECO VIEIRA DE SOUZA";"AMAPA";"DEPUTADO ESTADUAL";"11222";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"VALDECY NUNES DA ROSA FILHO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"11120";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"VALDECY XISTO DA SILVA";"PIAUI";"2º SUPLENTE";"700";"AVANTE";"1";"NAO ELEITO"
"VALDEILSON DA SILVA";"RORAIMA";"DEPUTADO FEDERAL";"1720";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"VALDEIR BARRETO DE SALLES";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2238";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"VALDEIR DE SOUZA PAIVA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"14000";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"VALDEIR GONCALVES DE MIRANDA";"AMAPA";"DEPUTADO FEDERAL";"4389";"PARTIDO VERDE";"1";"NAO ELEITO"
"VALDEIR LUCCHIARI";"SAO PAULO";"DEPUTADO FEDERAL";"7076";"AVANTE";"1";"NAO ELEITO"
"VALDEIRTON VENTURA PAULO";"PARAIBA";"DEPUTADO ESTADUAL";"15888";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"VALDELEI DUARTE";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"1758";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"VALDELICE TEODORO";"PARANA";"DEPUTADO FEDERAL";"1940";"PODEMOS";"1";"SUPLENTE"
"VALDELINO RODRIGUES BARCELOS";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"11234";"PARTIDO PROGRESSISTA";"1";"ELEITO POR QP"
"VALDEMAR BORGES VIEIRA JUNIOR";"BAHIA";"DEPUTADO FEDERAL";"1550";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"VALDEMAR CAVALCANTE DE MIRANDA NETO";"RONDONIA";"DEPUTADO ESTADUAL";"55364";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"VALDEMAR DA SILVA";"SANTA CATARINA";"DEPUTADO ESTADUAL";"18000";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"VALDEMAR DIAS PEREIRA FILHO ";"SAO PAULO";"DEPUTADO ESTADUAL";"51533";"PATRIOTA";"1";"SUPLENTE"
"VALDEMAR FELIX DA COSTA FILHO";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"22224";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"VALDEMAR IGNACZUK";"SANTA CATARINA";"DEPUTADO ESTADUAL";"17025";"PARTIDO SOCIAL LIBERAL";"1";"NAO ELEITO"
"VALDEMAR KATAYAMA KJAER";"RONDONIA";"DEPUTADO FEDERAL";"3000";"PARTIDO NOVO";"1";"NAO ELEITO"
"VALDEMAR MACHADO VIEIRA";"PIAUI";"DEPUTADO ESTADUAL";"40456";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"VALDEMAR MORAES DE SOUZA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"10163";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"VALDEMAR MORAS DELATORRE";"PARANA";"DEPUTADO FEDERAL";"1515";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"VALDEMAR PINHEIRO LIMA";"CEARA";"DEPUTADO ESTADUAL";"90369";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDEMAR RODRIGUES LIMA JUNIOR";"TOCANTINS";"DEPUTADO ESTADUAL";"15015";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"ELEITO POR QP"
"VALDEMAR ROSA LOPES";"GOIAS";"DEPUTADO ESTADUAL";"35123";"PARTIDO DA MULHER BRASILEIRA";"1";"SUPLENTE"
"VALDEMAR ROSENDO MARQUES";"SAO PAULO";"DEPUTADO FEDERAL";"2221";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"VALDEMAR SILVA DE SOUSA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"25200";"DEMOCRATAS";"1";"NAO ELEITO"
"VALDEMARINA SOUSA DE LIMA";"AMAZONAS";"DEPUTADO ESTADUAL";"40010";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"VALDEMARIO DIAS NASCIMENTO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"15616";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"VALDEMIR ALMEIDA DO ROSARIO";"BAHIA";"DEPUTADO FEDERAL";"1543";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"VALDEMIR BERNARDINO DA SILVA";"MATO GROSSO";"DEPUTADO ESTADUAL";"19000";"PODEMOS";"1";"SUPLENTE"
"VALDEMIR CARLOS DA ROCHA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"90970";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDEMIR CUSTODIO DE SOUZA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"17007";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"VALDEMIR DA SILVA";"ACRE";"DEPUTADO ESTADUAL";"18038";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"VALDEMIR DA SILVA SOUZA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"31000";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDEMIR DE SOUZA SANTANA";"AMAZONAS";"DEPUTADO ESTADUAL";"13113";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"VALDEMIR HELENO DE SOUSA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"22000";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"VALDEMIR JANUARIO DE ALMEIDA";"ACRE";"DEPUTADO ESTADUAL";"14444";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"VALDEMIR JOAQUIM DE SOUZA";"PARAIBA";"DEPUTADO FEDERAL";"4310";"PARTIDO VERDE";"1";"SUPLENTE"
"VALDEMIR JOSE NEVES DE SOUZA";"PERNAMBUCO";"DEPUTADO ESTADUAL";"51233";"PATRIOTA";"1";"NAO ELEITO"
"VALDEMIR SARTORI DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"90100";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDEMIR SILVA FERREIRA";"SAO PAULO";"DEPUTADO ESTADUAL";"70797";"AVANTE";"1";"SUPLENTE"
"VALDEMIR SIVIRINO VIRGINO";"PIAUI";"DEPUTADO ESTADUAL";"44567";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"VALDEMIRA DE SOUZA SANTIAGO DUARTE";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"15222";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"VALDEMIRO BARBOSA LIMA JUNIOR";"CEARA";"DEPUTADO ESTADUAL";"70070";"AVANTE";"1";"SUPLENTE"
"VALDEMIRO PATRICIO GOMES FILHO";"SAO PAULO";"DEPUTADO ESTADUAL";"17025";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"VALDENI ALVES DE MORAES";"AMAPA";"DEPUTADO ESTADUAL";"22651";"PARTIDO DA REPUBLICA";"1";"SUPLENTE"
"VALDENI GOMES DE ARAUJO";"PARAIBA";"DEPUTADO FEDERAL";"4321";"PARTIDO VERDE";"1";"SUPLENTE"
"VALDENIA SABRINA FRAGOSO DE BRITO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"65060";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"VALDENICE ANCELMO SOARES";"SAO PAULO";"DEPUTADO ESTADUAL";"90090";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDENICE MACIEL FERREIRA";"PERNAMBUCO";"DEPUTADO FEDERAL";"2755";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"VALDENILSON SEVERINO DA SILVA";"RIO GRANDE DO NORTE";"DEPUTADO ESTADUAL";"18000";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"VALDENIR BRITO GUIMARAES";"BAHIA";"DEPUTADO FEDERAL";"2560";"DEMOCRATAS";"1";"SUPLENTE"
"VALDENIR FERREIRA DA SILVA";"RORAIMA";"DEPUTADO ESTADUAL";"43123";"PARTIDO VERDE";"1";"SUPLENTE"
"VALDENIR LUZ TRUBER";"PARANA";"DEPUTADO ESTADUAL";"44952";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"VALDENIRA FURTADO GUEDES";"RORAIMA";"DEPUTADO FEDERAL";"5052";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"VALDENIRIA DUTRA FERREIRA";"MATO GROSSO";"DEPUTADO ESTADUAL";"45678";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"VALDENISA SILVA DOS SANTOS";"MINAS GERAIS";"DEPUTADO ESTADUAL";"27345";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"VALDENOR MILITAO VILELA DOURADO";"BAHIA";"DEPUTADO FEDERAL";"3101";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDENY BARROS";"MARANHAO";"DEPUTADO ESTADUAL";"50007";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"VALDER ANDRADE CARVALHO";"BAHIA";"DEPUTADO ESTADUAL";"27456";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"VALDEREZ CASTELO BRANCO MARTINS";"TOCANTINS";"DEPUTADO ESTADUAL";"11145";"PARTIDO PROGRESSISTA";"1";"ELEITO POR QP"
"VALDERI LIRA DOS SANTOS";"BAHIA";"DEPUTADO ESTADUAL";"36044";"PARTIDO TRABALHISTA CRISTAO";"1";"NAO ELEITO"
"VALDETE DE JESUS ALMEIDA";"MINAS GERAIS";"DEPUTADO FEDERAL";"2744";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"VALDETE DE MORAES OLIVEIRA";"BAHIA";"DEPUTADO ESTADUAL";"27026";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"VALDETE LOUVAIN VARGAS BERNARDINO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"35620";"PARTIDO DA MULHER BRASILEIRA";"1";"SUPLENTE"
"VALDEVINO VICENTE PEREIRA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"50133";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"VALDEZ DE SIQUEIRA CAPRA";"GOIAS";"DEPUTADO ESTADUAL";"19190";"PODEMOS";"1";"SUPLENTE"
"VALDICE DUARTE DE FREITAS";"BAHIA";"DEPUTADO ESTADUAL";"51900";"PATRIOTA";"1";"SUPLENTE"
"VALDILENE DINIZ DA SILVA DO NASCIMENTO";"PERNAMBUCO";"DEPUTADO ESTADUAL";"90090";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDILENO RODRIGUES DOS SANTOS";"SERGIPE";"DEPUTADO ESTADUAL";"28111";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"VALDIMAR RODRIGUES DE JESUS";"BAHIA";"DEPUTADO FEDERAL";"1589";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"VALDIMIR DE SOUZA PASSOS";"GOIAS";"DEPUTADO ESTADUAL";"14153";"PARTIDO TRABALHISTA BRASILEIRO";"1";"SUPLENTE"
"VALDINA DA SILVA FERREIRA";"MATO GROSSO";"DEPUTADO ESTADUAL";"13456";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"VALDINAR NASCIMENTO DA SILVA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"55888";"PARTIDO SOCIAL DEMOCRATICO";"1";"SUPLENTE"
"VALDINEA DA SILVA SIQUEIRA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"36127";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"VALDINEI ALVES DA SILVA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"13007";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"VALDINEI FELIX DOS SANTOS";"SAO PAULO";"DEPUTADO ESTADUAL";"90693";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDINEI GOMES BARRETO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"44637";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"VALDINEI MARQUES PIMENTA";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"31123";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDINEI RENATO MARINS";"RIO DE JANEIRO";"DEPUTADO FEDERAL";"2377";"PARTIDO POPULAR SOCIALISTA";"1";"SUPLENTE"
"VALDINEI TEODORO DA SILVA";"MATO GROSSO";"DEPUTADO ESTADUAL";"40456";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"VALDINEIA CASTRO MIRANDA DE AMORIM";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"40222";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"VALDINEIA MEIRA MOTA";"SAO PAULO";"DEPUTADO FEDERAL";"5410";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"VALDINEY ARRUDA BEZERRA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"36223";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"VALDINEY MACIEL DA SILVA";"CEARA";"DEPUTADO ESTADUAL";"90655";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALDINIR NOBRE DE OLIVEIRA";"MATO GROSSO DO SUL";"DEPUTADO FEDERAL";"1511";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"VALDINIZ DANTAS DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"51505";"PATRIOTA";"1";"NAO ELEITO"
"VALDINO BRITO MACIEL";"AMAZONAS";"DEPUTADO ESTADUAL";"23007";"PARTIDO POPULAR SOCIALISTA";"1";"SUPLENTE"
"VALDINO PINHEIRO CAMPOS";"AMAZONAS";"DEPUTADO ESTADUAL";"11000";"PARTIDO PROGRESSISTA";"1";"SUPLENTE"
"VALDIR ADAO MACAGNAM JUNIOR";"MATO GROSSO";"DEPUTADO FEDERAL";"2322";"PARTIDO POPULAR SOCIALISTA";"1";"SUPLENTE"
"VALDIR ALBERTO PASA";"RONDONIA";"DEPUTADO ESTADUAL";"25999";"DEMOCRATAS";"1";"SUPLENTE"
"VALDIR APARECIDO DOS SANTOS";"PARANA";"DEPUTADO FEDERAL";"5412";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"VALDIR APARECIDO FUMIS";"SAO PAULO";"DEPUTADO FEDERAL";"7708";"SOLIDARIEDADE";"1";"SUPLENTE"
"VALDIR BACK";"PARANA";"DEPUTADO ESTADUAL";"10010";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"VALDIR BARBOSA DE MEDEIROS";"CEARA";"DEPUTADO FEDERAL";"5022";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"VALDIR CARDOSO DA SILVA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"19876";"PODEMOS";"1";"SUPLENTE"
"VALDIR COLATTO";"SANTA CATARINA";"DEPUTADO FEDERAL";"1516";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"VALDIR CORREIA";"MATO GROSSO";"DEPUTADO ESTADUAL";"77789";"SOLIDARIEDADE";"1";"SUPLENTE"
"VALDIR CRUZ DE JESUS";"BAHIA";"DEPUTADO ESTADUAL";"12888";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"VALDIR DA SILVA JUNIOR";"GOIAS";"DEPUTADO ESTADUAL";"18192";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"VALDIR DE ALMEIDA";"MATO GROSSO DO SUL";"DEPUTADO ESTADUAL";"70456";"AVANTE";"1";"SUPLENTE"
"VALDIR DE CASTRO MIRANDA";"DISTRITO FEDERAL";"DEPUTADO FEDERAL";"5400";"PARTIDO PATRIA LIVRE";"1";"NAO ELEITO"
"VALDIR DE LIMA SILVA";"PARAIBA";"DEPUTADO FEDERAL";"5050";"PARTIDO SOCIALISMO E LIBERDADE";"1";"NAO ELEITO"
"VALDIR DONIZETE FLAUSINO";"SAO PAULO";"DEPUTADO ESTADUAL";"31183";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDIR DOS SANTOS";"SERGIPE";"DEPUTADO FEDERAL";"7078";"AVANTE";"1";"NAO ELEITO"
"VALDIR DOS SANTOS RIBEIRO";"BAHIA";"1º SUPLENTE";"290";"PARTIDO DA CAUSA OPERARIA";"1";"NAO ELEITO"
"VALDIR FERREIRA LEITE";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"44107";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"VALDIR GOMES BARBOSA";"BAHIA";"DEPUTADO ESTADUAL";"23999";"PARTIDO POPULAR SOCIALISTA";"1";"SUPLENTE"
"VALDIR HENRIQUE DOS SANTOS FERREIRA";"SAO PAULO";"DEPUTADO ESTADUAL";"51127";"PATRIOTA";"1";"SUPLENTE"
"VALDIR JANUARIO DOS SANTOS ";"PARANA";"DEPUTADO FEDERAL";"2803";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"VALDIR JOSE DA CRUZ";"PERNAMBUCO";"DEPUTADO ESTADUAL";"23654";"PARTIDO POPULAR SOCIALISTA";"1";"NAO ELEITO"
"VALDIR JOSE UCHOA";"SAO PAULO";"DEPUTADO ESTADUAL";"50197";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"VALDIR JUNIOR ARAUJO PENA";"PARA";"DEPUTADO ESTADUAL";"70000";"AVANTE";"1";"SUPLENTE"
"VALDIR LUIZ ROSSONI";"PARANA";"DEPUTADO FEDERAL";"4545";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"1";"SUPLENTE"
"VALDIR MACHADO SILVEIRA";"RIO GRANDE DO SUL";"DEPUTADO FEDERAL";"2021";"PARTIDO SOCIAL CRISTAO";"1";"SUPLENTE"
"VALDIR MENDES BARRANCO";"MATO GROSSO";"DEPUTADO ESTADUAL";"13123";"PARTIDO DOS TRABALHADORES";"1";"ELEITO POR QP"
"VALDIR MOREIRA DE SOUZA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"17789";"PARTIDO SOCIAL LIBERAL";"1";"SUPLENTE"
"VALDIR NABOR RODRIGUES ALVES";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"25547";"DEMOCRATAS";"1";"SUPLENTE"
"VALDIR RAUPP DE MATOS";"RONDONIA";"SENADOR";"151";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"NAO ELEITO"
"VALDIR RIBEIRO";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"10200";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"VALDIR RIBEIRO DE SOUZA";"BAHIA";"DEPUTADO FEDERAL";"3163";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDIR SOARES DA COSTA";"PIAUI";"DEPUTADO ESTADUAL";"44111";"PARTIDO REPUBLICANO PROGRESSISTA";"1";"SUPLENTE"
"VALDIR TIAGO DIAS";"MINAS GERAIS";"DEPUTADO FEDERAL";"5017";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"VALDIR VIANA NUNES";"ESPIRITO SANTO";"DEPUTADO ESTADUAL";"31333";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDIR VIEIRA ALMADA";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"65113";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"VALDIR VITAL COBALCHINI";"SANTA CATARINA";"DEPUTADO ESTADUAL";"15200";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"ELEITO POR QP"
"VALDIRA DIAS DE ARAUJO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"35818";"PARTIDO DA MULHER BRASILEIRA";"1";"SUPLENTE"
"VALDIRENE DO CARMO PICANCO";"AMAPA";"DEPUTADO ESTADUAL";"55111";"PARTIDO SOCIAL DEMOCRATICO";"1";"NAO ELEITO"
"VALDIRENY DE MIRA DA SILVA";"SAO PAULO";"DEPUTADO ESTADUAL";"31322";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDIVINA PEREIRA DA CONCEICAO ALMEIDA";"DISTRITO FEDERAL";"DEPUTADO DISTRITAL";"36122";"PARTIDO TRABALHISTA CRISTAO";"1";"SUPLENTE"
"VALDIVINO DA SILVA OLIVEIRA";"GOIAS";"DEPUTADO ESTADUAL";"27012";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"VALDIVINO RITA DA SILVA";"MINAS GERAIS";"DEPUTADO ESTADUAL";"40912";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"VALDIVINO RODRIGUES DE ALMEIDA";"RONDONIA";"DEPUTADO ESTADUAL";"51789";"PATRIOTA";"1";"SUPLENTE"
"VALDIVINO TEIXEIRA RIBEIRO";"RIO GRANDE DO NORTE";"DEPUTADO FEDERAL";"2810";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"1";"NAO ELEITO"
"VALDIVIO JOSE DE LIMA";"SAO PAULO";"DEPUTADO ESTADUAL";"70121";"AVANTE";"1";"SUPLENTE"
"VALDOIR GOMES FERREIRA";"RONDONIA";"DEPUTADO ESTADUAL";"12130";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"VALDOMIRO BORBA DE FREITAS";"GOIAS";"DEPUTADO ESTADUAL";"18100";"REDE SUSTENTABILIDADE";"1";"NAO ELEITO"
"VALDOMIRO CORREA DE MOURA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"12400";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"VALDOMIRO DA PURIFICACAO OLIVEIRA";"SAO PAULO";"DEPUTADO FEDERAL";"1303";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"VALDOMIRO LOPES DA SILVA JUNIOR";"SAO PAULO";"DEPUTADO FEDERAL";"4040";"PARTIDO SOCIALISTA BRASILEIRO";"1";"SUPLENTE"
"VALDOMIRO MOREIRA DA SILVA";"ESPIRITO SANTO";"DEPUTADO FEDERAL";"3100";"PARTIDO HUMANISTA DA SOLIDARIEDADE";"1";"SUPLENTE"
"VALDOMIRO NUNES DE QUEIROS";"SAO PAULO";"DEPUTADO ESTADUAL";"12333";"PARTIDO DEMOCRATICO TRABALHISTA";"1";"SUPLENTE"
"VALDSON DOS SANTOS";"SERGIPE";"DEPUTADO FEDERAL";"2555";"DEMOCRATAS";"1";"NAO ELEITO"
"VALDY JOSE PORTELA DA COSTA";"PIAUI";"DEPUTADO FEDERAL";"2700";"DEMOCRACIA CRISTA";"1";"NAO ELEITO"
"VALDYER RIBEIRO PAIVA";"ALAGOAS";"DEPUTADO ESTADUAL";"13233";"PARTIDO DOS TRABALHADORES";"1";"SUPLENTE"
"VALECIO BATISTA SOARES";"CEARA";"DEPUTADO FEDERAL";"9010";"PARTIDO REPUBLICANO DA ORDEM SOCIAL";"1";"SUPLENTE"
"VALENTIM PEREIRA LIMA";"SAO PAULO";"DEPUTADO ESTADUAL";"51351";"PATRIOTA";"1";"SUPLENTE"
"VALENTINO ANDRE COSTA AZEVEDO";"PARA";"DEPUTADO ESTADUAL";"10456";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"VALERIA APARECIDA DE OLIVEIRA REI";"SAO PAULO";"DEPUTADO ESTADUAL";"18881";"REDE SUSTENTABILIDADE";"1";"SUPLENTE"
"VALERIA APARECIDA MESSIAS LIMA";"SAO PAULO";"DEPUTADO ESTADUAL";"10777";"PARTIDO REPUBLICANO BRASILEIRO";"1";"SUPLENTE"
"VALERIA BARBOSA DE MORAES";"MINAS GERAIS";"DEPUTADO ESTADUAL";"27832";"DEMOCRACIA CRISTA";"1";"SUPLENTE"
"VALERIA BEATRIZ MULLER ROCHA";"RIO GRANDE DO SUL";"DEPUTADO ESTADUAL";"50017";"PARTIDO SOCIALISMO E LIBERDADE";"1";"SUPLENTE"
"VALERIA BENTO";"SAO PAULO";"DEPUTADO ESTADUAL";"15556";"MOVIMENTO DEMOCRATICO BRASILEIRO";"1";"SUPLENTE"
"VALERIA CAMPOS SOBREIRA";"AMAZONAS";"DEPUTADO ESTADUAL";"23444";"PARTIDO POPULAR SOCIALISTA";"1";"SUPLENTE"
"VALERIA CANESTRI ";"SAO PAULO";"DEPUTADO ESTADUAL";"65051";"PARTIDO COMUNISTA DO BRASIL";"1";"SUPLENTE"
"VALERIA CRISTINA PEREIRA DE CARVALHO";"RIO DE JANEIRO";"DEPUTADO ESTADUAL";"51188";"PATRIOTA";"1";"SUPLENTE"
